HEATLOAD
Time,Space heating (kW),Domestic hot water (kW),Heat Demand [kW],DNI,diffuse_radiation,global_radiation,T_amb,Electricity Demand [W],wind_speed,Timestamp
2022-01-01 13:45:00,88.56,31.115,119.675,0,28.2,28.2,11.1,68552,3.8,2022-01-01 13:45:00
2022-01-01 14:00:00,90.25,30.82,121.07,0,20.3,20.3,11.1,61074,3.1,2022-01-01 14:00:00
2022-01-01 14:15:00,90.7225,29.7625,120.485,0,20.3,20.3,11.1,61074,3.1,2022-01-01 14:15:00
2022-01-01 14:30:00,91.195,28.705,119.9,0,20.3,20.3,11.1,73670,3.1,2022-01-01 14:30:00
2022-01-01 14:45:00,91.6675,27.6475,119.315,0,20.3,20.3,11.1,78334,3.1,2022-01-01 14:45:00
2022-01-01 15:00:00,92.14,26.59,118.73,0,10.2,10.2,11.0,73006,4.5,2022-01-01 15:00:00
2022-01-01 15:15:00,91.2575,25.9225,117.18,0,10.1,10.1,11.0,73281,4.5,2022-01-01 15:15:00
2022-01-01 15:30:00,90.375,25.255000000000003,115.63,0,10.1,10.1,11.0,73395,4.5,2022-01-01 15:30:00
2022-01-01 15:45:00,89.4925,24.5875,114.08,0,10.1,10.1,11.0,73822,4.5,2022-01-01 15:45:00
2022-01-01 16:00:00,88.61,23.92,112.53,0,1.2,1.2,10.9,74846,3.3,2022-01-01 16:00:00
2022-01-01 16:15:00,88.4675,24.205,112.6725,0,1.1,1.1,10.9,75472,3.3,2022-01-01 16:15:00
2022-01-01 16:30:00,88.325,24.49,112.815,0,1.1,1.1,10.9,76151,3.3,2022-01-01 16:30:00
2022-01-01 16:45:00,88.1825,24.775,112.9575,0,1.1,1.1,10.9,76740,3.3,2022-01-01 16:45:00
2022-01-01 17:00:00,88.04,25.06,113.1,0,0.01,0.01,10.7,86785,3.8,2022-01-01 17:00:00
2022-01-01 17:15:00,89.49000000000001,25.7825,115.2725,0,0.0,0.0,10.7,84746,3.8,2022-01-01 17:15:00
2022-01-01 17:30:00,90.94,26.505,117.445,0,0.0,0.0,10.7,85411,3.8,2022-01-01 17:30:00
2022-01-01 17:45:00,92.39,27.2275,119.6175,0,0.0,0.0,10.7,86555,3.8,2022-01-01 17:45:00
2022-01-01 18:00:00,93.84,27.95,121.79,0,0.0,0.0,10.4,107635,3.1,2022-01-01 18:00:00
2022-01-01 18:15:00,95.2525,28.495,123.7475,0,0.0,0.0,10.4,108291,3.1,2022-01-01 18:15:00
2022-01-01 18:30:00,96.665,29.04,125.70499999999998,0,0.0,0.0,10.4,110873,3.1,2022-01-01 18:30:00
2022-01-01 18:45:00,98.0775,29.585,127.6625,0,0.0,0.0,10.4,113247,3.1,2022-01-01 18:45:00
2022-01-01 19:00:00,99.49,30.13,129.62,0,0.0,0.0,10.4,124895,3.1,2022-01-01 19:00:00
2022-01-01 19:15:00,100.165,29.88,130.045,0,0.0,0.0,10.4,124573,3.1,2022-01-01 19:15:00
2022-01-01 19:30:00,100.84,29.63,130.47,0,0.0,0.0,10.4,126791,3.1,2022-01-01 19:30:00
2022-01-01 19:45:00,101.515,29.38,130.895,0,0.0,0.0,10.4,127339,3.1,2022-01-01 19:45:00
2022-01-01 20:00:00,102.19,29.13,131.32,0,0.0,0.0,10.2,117267,3.1,2022-01-01 20:00:00
2022-01-01 20:15:00,102.4725,28.4825,130.95499999999998,0,0.0,0.0,10.2,117253,3.1,2022-01-01 20:15:00
2022-01-01 20:30:00,102.755,27.835,130.59,0,0.0,0.0,10.2,116831,3.1,2022-01-01 20:30:00
2022-01-01 20:45:00,103.0375,27.1875,130.225,0,0.0,0.0,10.2,116382,3.1,2022-01-01 20:45:00
2022-01-01 21:00:00,103.32,26.54,129.86,0,0.0,0.0,10.1,101868,2.3,2022-01-01 21:00:00
2022-01-01 21:15:00,91.9825,25.0,116.9825,0,0.0,0.0,10.1,101885,2.3,2022-01-01 21:15:00
2022-01-01 21:30:00,80.645,23.46,104.105,0,0.0,0.0,10.1,101410,2.3,2022-01-01 21:30:00
2022-01-01 21:45:00,69.3075,21.92,91.2275,0,0.0,0.0,10.1,98041,2.3,2022-01-01 21:45:00
2022-01-01 22:00:00,57.97,20.38,78.35,0,0.0,0.0,10.0,78692,1.7,2022-01-01 22:00:00
2022-01-01 22:15:00,54.4775,18.5375,73.015,0,0.0,0.0,10.0,78746,1.7,2022-01-01 22:15:00
2022-01-01 22:30:00,50.985,16.695,67.68,0,0.0,0.0,10.0,78856,1.7,2022-01-01 22:30:00
2022-01-01 22:45:00,47.4925,14.8525,62.345,0,0.0,0.0,10.0,79006,1.7,2022-01-01 22:45:00
2022-01-01 23:00:00,44.0,13.01,57.01,0,0.0,0.0,9.9,63075,1.5,2022-01-01 23:00:00
2022-01-01 23:15:00,41.715,12.0,53.715,0,0.0,0.0,9.9,63139,1.5,2022-01-01 23:15:00
2022-01-01 23:30:00,39.43,10.99,50.42,0,0.0,0.0,9.9,63343,1.5,2022-01-01 23:30:00
2022-01-01 23:45:00,37.145,9.98,47.125,0,0.0,0.0,9.9,63730,1.5,2022-01-01 23:45:00
2022-01-02 00:00:00,34.86,8.97,43.83,0,0.0,0.0,9.5,53919,1.7,2022-01-02 00:00:00
2022-01-02 00:15:00,32.4825,7.930000000000001,40.4125,0,0.0,0.0,9.5,54179,1.7,2022-01-02 00:15:00
2022-01-02 00:30:00,30.105,6.890000000000001,36.995000000000005,0,0.0,0.0,9.5,54708,1.7,2022-01-02 00:30:00
2022-01-02 00:45:00,27.7275,5.85,33.5775,0,0.0,0.0,9.5,55186,1.7,2022-01-02 00:45:00
2022-01-02 01:00:00,25.35,4.81,30.16,0,0.0,0.0,8.9,47992,3.1,2022-01-02 01:00:00
2022-01-02 01:15:00,26.865,3.95,30.815,0,0.0,0.0,8.9,48160,3.1,2022-01-02 01:15:00
2022-01-02 01:30:00,28.380000000000003,3.09,31.47,0,0.0,0.0,8.9,48629,3.1,2022-01-02 01:30:00
2022-01-02 01:45:00,29.895,2.23,32.125,0,0.0,0.0,8.9,48997,3.1,2022-01-02 01:45:00
2022-01-02 02:00:00,31.41,1.37,32.78,0,0.0,0.0,8.7,43616,4.2,2022-01-02 02:00:00
2022-01-02 02:15:00,34.19,1.4,35.59,0,0.0,0.0,8.7,43769,4.2,2022-01-02 02:15:00
2022-01-02 02:30:00,36.97,1.4300000000000002,38.4,0,0.0,0.0,8.7,44144,4.2,2022-01-02 02:30:00
2022-01-02 02:45:00,39.75,1.46,41.21,0,0.0,0.0,8.7,44494,4.2,2022-01-02 02:45:00
2022-01-02 03:00:00,42.53,1.49,44.02,0,0.0,0.0,8.5,43584,3.8,2022-01-02 03:00:00
2022-01-02 03:15:00,45.6925,2.355,48.0475,0,0.0,0.0,8.4,43936,3.8,2022-01-02 03:15:00
2022-01-02 03:30:00,48.855,3.22,52.075,0,0.0,0.0,8.4,44056,3.8,2022-01-02 03:30:00
2022-01-02 03:45:00,52.0175,4.085,56.1025,0,0.0,0.0,8.4,44290,3.8,2022-01-02 03:45:00
2022-01-02 04:00:00,55.18,4.95,60.13,0,0.0,0.0,8.2,44200,4.5,2022-01-02 04:00:00
2022-01-02 04:15:00,59.435,6.965,66.4,0,0.0,0.0,8.2,44299,4.5,2022-01-02 04:15:00
2022-01-02 04:30:00,63.69,8.98,72.67,0,0.0,0.0,8.2,44532,4.5,2022-01-02 04:30:00
2022-01-02 04:45:00,67.94500000000001,10.995,78.94000000000001,0,0.0,0.0,8.2,44778,4.5,2022-01-02 04:45:00
2022-01-02 05:00:00,72.2,13.01,85.21000000000001,0,0.0,0.0,8.0,46069,3.8,2022-01-02 05:00:00
2022-01-02 05:15:00,80.98,19.817500000000003,100.7975,0,0.0,0.0,8.0,46245,3.8,2022-01-02 05:15:00
2022-01-02 05:30:00,89.75999999999999,26.625,116.385,0,0.0,0.0,8.0,46506,3.8,2022-01-02 05:30:00
2022-01-02 05:45:00,98.54,33.432500000000005,131.9725,0,0.0,0.0,8.0,46753,3.8,2022-01-02 05:45:00
2022-01-02 06:00:00,107.32,40.24,147.56,0,0.0,0.0,7.9,54319,4.2,2022-01-02 06:00:00
2022-01-02 06:15:00,105.305,39.995000000000005,145.3,0,0.0,0.0,7.9,54536,4.2,2022-01-02 06:15:00
2022-01-02 06:30:00,103.29,39.75,143.04,0,0.0,0.0,7.9,54745,4.2,2022-01-02 06:30:00
2022-01-02 06:45:00,101.275,39.505,140.78,0,0.0,0.0,7.9,54965,4.2,2022-01-02 06:45:00
2022-01-02 07:00:00,99.26,39.26,138.52,0,0.0,0.0,7.7,70823,2.5,2022-01-02 07:00:00
2022-01-02 07:15:00,96.585,38.06,134.645,0,0.0,0.0,7.7,71054,2.5,2022-01-02 07:15:00
2022-01-02 07:30:00,93.91,36.86,130.76999999999998,0,0.0,0.0,7.7,71066,2.5,2022-01-02 07:30:00
2022-01-02 07:45:00,91.235,35.66,126.895,0,0.0,0.0,7.7,71184,2.5,2022-01-02 07:45:00
2022-01-02 08:00:00,88.56,34.46,123.02,0,1.4,1.4,7.7,91327,2.9,2022-01-02 08:00:00
2022-01-02 08:15:00,86.71000000000001,32.925,119.635,0,1.4,1.4,7.7,91330,2.9,2022-01-02 08:15:00
2022-01-02 08:30:00,84.86,31.39,116.25,0,1.4,1.4,7.7,91330,2.9,2022-01-02 08:30:00
2022-01-02 08:45:00,83.00999999999999,29.855,112.865,0,1.4,1.4,7.7,91316,2.9,2022-01-02 08:45:00
2022-01-02 09:00:00,81.16,28.32,109.48,0,34.1,34.1,8.2,102972,2.7,2022-01-02 09:00:00
2022-01-02 09:15:00,79.7325,27.2475,106.98,0,34.3,34.3,8.2,102954,2.7,2022-01-02 09:15:00
2022-01-02 09:30:00,78.305,26.175,104.48,0,34.3,34.3,8.2,102869,2.7,2022-01-02 09:30:00
2022-01-02 09:45:00,76.8775,25.1025,101.98,0,34.3,34.3,8.2,102814,2.7,2022-01-02 09:45:00
2022-01-02 10:00:00,75.45,24.03,99.48,0,66.0,66.0,8.7,104319,2.9,2022-01-02 10:00:00
2022-01-02 10:15:00,74.08250000000001,23.4625,97.54500000000002,0,66.1,66.1,8.7,94512,2.9,2022-01-02 10:15:00
2022-01-02 10:30:00,72.715,22.895000000000003,95.61,0,66.1,66.1,8.7,95182,2.9,2022-01-02 10:30:00
2022-01-02 10:45:00,71.3475,22.3275,93.675,0,66.1,66.1,8.7,96151,2.9,2022-01-02 10:45:00
2022-01-02 11:00:00,69.98,21.76,91.74,0,95.7,95.7,9.1,101117,2.3,2022-01-02 11:00:00
2022-01-02 11:15:00,68.50750000000001,21.6475,90.155,0,95.8,95.8,9.1,101800,2.3,2022-01-02 11:15:00
2022-01-02 11:30:00,67.035,21.535,88.57,0,95.8,95.8,9.1,104239,2.3,2022-01-02 11:30:00
2022-01-02 11:45:00,65.5625,21.4225,86.985,0,95.8,95.8,9.1,106503,2.3,2022-01-02 11:45:00
2022-01-02 12:00:00,64.09,21.31,85.4,0,90.7,90.7,9.4,113350,3.3,2022-01-02 12:00:00
2022-01-02 12:15:00,65.475,21.2275,86.70249999999999,0,90.7,90.7,9.4,113073,3.3,2022-01-02 12:15:00
2022-01-02 12:30:00,66.86,21.145,88.005,0,90.7,90.7,9.4,115527,3.3,2022-01-02 12:30:00
2022-01-02 12:45:00,68.245,21.0625,89.3075,0,90.7,90.7,9.4,116461,3.3,2022-01-02 12:45:00
2022-01-02 13:00:00,69.63,20.98,90.61,0,65.8,65.8,9.4,116020,3.5,2022-01-02 13:00:00
2022-01-02 13:15:00,68.13,20.2875,88.41749999999999,0,65.7,65.7,9.4,115846,3.5,2022-01-02 13:15:00
2022-01-02 13:30:00,66.63,19.595,86.225,0,65.7,65.7,9.4,115930,3.5,2022-01-02 13:30:00
2022-01-02 13:45:00,65.13,18.9025,84.0325,0,65.7,65.7,9.4,115502,3.5,2022-01-02 13:45:00
2022-01-02 14:00:00,63.63,18.21,81.84,0,45.2,45.2,9.3,109071,2.5,2022-01-02 14:00:00
2022-01-02 14:15:00,64.7775,18.285,83.0625,0,45.0,45.0,9.3,109374,2.5,2022-01-02 14:15:00
2022-01-02 14:30:00,65.925,18.36,84.285,0,45.0,45.0,9.3,108850,2.5,2022-01-02 14:30:00
2022-01-02 14:45:00,67.0725,18.435,85.50750000000001,0,45.0,45.0,9.3,108307,2.5,2022-01-02 14:45:00
2022-01-02 15:00:00,68.22,18.51,86.73,0,22.6,22.6,9.0,103319,3.3,2022-01-02 15:00:00
2022-01-02 15:15:00,69.39750000000001,18.8575,88.25500000000001,0,22.5,22.5,9.0,103767,3.3,2022-01-02 15:15:00
2022-01-02 15:30:00,70.575,19.205,89.78,0,22.5,22.5,9.0,103171,3.3,2022-01-02 15:30:00
2022-01-02 15:45:00,71.7525,19.5525,91.305,0,22.5,22.5,9.0,102677,3.3,2022-01-02 15:45:00
2022-01-02 16:00:00,72.93,19.9,92.83,0,1.4,1.4,8.7,103095,2.7,2022-01-02 16:00:00
2022-01-02 16:15:00,74.385,21.3375,95.7225,0,1.4,1.4,8.7,101363,2.7,2022-01-02 16:15:00
2022-01-02 16:30:00,75.84,22.775,98.615,0,1.4,1.4,8.7,93455,2.7,2022-01-02 16:30:00
2022-01-02 16:45:00,77.295,24.2125,101.5075,0,1.4,1.4,8.7,93512,2.7,2022-01-02 16:45:00
2022-01-02 17:00:00,78.75,25.65,104.4,0,0.01,0.01,8.4,112514,3.1,2022-01-02 17:00:00
2022-01-02 17:15:00,81.475,26.82,108.295,0,0.0,0.0,8.4,112623,3.1,2022-01-02 17:15:00
2022-01-02 17:30:00,84.2,27.99,112.19,0,0.0,0.0,8.4,112737,3.1,2022-01-02 17:30:00
2022-01-02 17:45:00,86.92500000000001,29.16,116.085,0,0.0,0.0,8.4,112796,3.1,2022-01-02 17:45:00
2022-01-02 18:00:00,89.65,30.33,119.98,0,0.0,0.0,8.0,128212,2.0,2022-01-02 18:00:00
2022-01-02 18:15:00,89.89500000000001,32.2325,122.1275,0,0.0,0.0,8.0,128327,2.0,2022-01-02 18:15:00
2022-01-02 18:30:00,90.14,34.135,124.275,0,0.0,0.0,8.0,128422,2.0,2022-01-02 18:30:00
2022-01-02 18:45:00,90.385,36.0375,126.4225,0,0.0,0.0,8.0,128502,2.0,2022-01-02 18:45:00
2022-01-02 19:00:00,90.63,37.94,128.57,0,0.0,0.0,7.7,129078,1.6,2022-01-02 19:00:00
2022-01-02 19:15:00,91.4075,38.3025,129.70999999999998,0,0.0,0.0,7.7,129201,1.6,2022-01-02 19:15:00
2022-01-02 19:30:00,92.185,38.665,130.85,0,0.0,0.0,7.7,129260,1.6,2022-01-02 19:30:00
2022-01-02 19:45:00,92.9625,39.0275,131.99,0,0.0,0.0,7.7,129325,1.6,2022-01-02 19:45:00
2022-01-02 20:00:00,93.74,39.39,133.13,0,0.0,0.0,7.3,109298,1.2,2022-01-02 20:00:00
2022-01-02 20:15:00,93.545,39.5325,133.0775,0,0.0,0.0,7.3,109408,1.2,2022-01-02 20:15:00
2022-01-02 20:30:00,93.35,39.675,133.02499999999998,0,0.0,0.0,7.3,109408,1.2,2022-01-02 20:30:00
2022-01-02 20:45:00,93.155,39.8175,132.9725,0,0.0,0.0,7.3,109449,1.2,2022-01-02 20:45:00
2022-01-02 21:00:00,92.96,39.96,132.92,0,0.0,0.0,7.0,89586,0.9,2022-01-02 21:00:00
2022-01-02 21:15:00,83.4425,35.345,118.7875,0,0.0,0.0,7.0,89710,0.9,2022-01-02 21:15:00
2022-01-02 21:30:00,73.925,30.73,104.655,0,0.0,0.0,7.0,89618,0.9,2022-01-02 21:30:00
2022-01-02 21:45:00,64.4075,26.115,90.5225,0,0.0,0.0,7.0,89612,0.9,2022-01-02 21:45:00
2022-01-02 22:00:00,54.89,21.5,76.39,0,0.0,0.0,6.6,83665,0.7,2022-01-02 22:00:00
2022-01-02 22:15:00,52.2075,19.495,71.7025,0,0.0,0.0,6.6,83865,0.7,2022-01-02 22:15:00
2022-01-02 22:30:00,49.525,17.490000000000002,67.015,0,0.0,0.0,6.6,83627,0.7,2022-01-02 22:30:00
2022-01-02 22:45:00,46.8425,15.485,62.3275,0,0.0,0.0,6.6,83567,0.7,2022-01-02 22:45:00
2022-01-02 23:00:00,44.16,13.48,57.64,0,0.0,0.0,6.3,73850,0.4,2022-01-02 23:00:00
2022-01-02 23:15:00,42.9825,12.4425,55.425,0,0.0,0.0,6.3,73658,0.4,2022-01-02 23:15:00
2022-01-02 23:30:00,41.805,11.405,53.21,0,0.0,0.0,6.3,73682,0.4,2022-01-02 23:30:00
2022-01-02 23:45:00,40.6275,10.3675,50.995,0,0.0,0.0,6.3,73681,0.4,2022-01-02 23:45:00
2022-01-03 00:00:00,39.45,9.33,48.78,0,0.0,0.0,6.0,60080,0.3,2022-01-03 00:00:00
2022-01-03 00:15:00,37.2575,8.13,45.3875,0,0.0,0.0,6.0,59901,0.3,2022-01-03 00:15:00
2022-01-03 00:30:00,35.065,6.93,41.995,0,0.0,0.0,6.0,59882,0.3,2022-01-03 00:30:00
2022-01-03 00:45:00,32.8725,5.73,38.602500000000006,0,0.0,0.0,6.0,59859,0.3,2022-01-03 00:45:00
2022-01-03 01:00:00,30.68,4.53,35.21,0,0.0,0.0,5.7,48214,0.3,2022-01-03 01:00:00
2022-01-03 01:15:00,33.1025,3.7475,36.85,0,0.0,0.0,5.7,48034,0.3,2022-01-03 01:15:00
2022-01-03 01:30:00,35.525,2.965,38.49,0,0.0,0.0,5.7,47986,0.3,2022-01-03 01:30:00
2022-01-03 01:45:00,37.9475,2.1825,40.13,0,0.0,0.0,5.7,47943,0.3,2022-01-03 01:45:00
2022-01-03 02:00:00,40.37,1.4,41.77,0,0.0,0.0,5.5,41948,0.5,2022-01-03 02:00:00
2022-01-03 02:15:00,42.01,1.38,43.39,0,0.0,0.0,5.5,41763,0.5,2022-01-03 02:15:00
2022-01-03 02:30:00,43.65,1.36,45.01,0,0.0,0.0,5.5,41699,0.5,2022-01-03 02:30:00
2022-01-03 02:45:00,45.29,1.34,46.63,0,0.0,0.0,5.5,41637,0.5,2022-01-03 02:45:00
2022-01-03 03:00:00,46.93,1.32,48.25,0,0.0,0.0,5.5,39552,0.3,2022-01-03 03:00:00
2022-01-03 03:15:00,51.7775,2.1925,53.97,0,0.0,0.0,5.4,39516,0.3,2022-01-03 03:15:00
2022-01-03 03:30:00,56.625,3.0649999999999995,59.69,0,0.0,0.0,5.4,39379,0.3,2022-01-03 03:30:00
2022-01-03 03:45:00,61.4725,3.9375,65.41,0,0.0,0.0,5.4,39251,0.3,2022-01-03 03:45:00
2022-01-03 04:00:00,66.32,4.81,71.13,0,0.0,0.0,5.4,37969,0.5,2022-01-03 04:00:00
2022-01-03 04:15:00,76.3175,7.335,83.65249999999999,0,0.0,0.0,5.4,37840,0.5,2022-01-03 04:15:00
2022-01-03 04:30:00,86.315,9.86,96.175,0,0.0,0.0,5.4,37824,0.5,2022-01-03 04:30:00
2022-01-03 04:45:00,96.3125,12.385000000000002,108.6975,0,0.0,0.0,5.4,37667,0.5,2022-01-03 04:45:00
2022-01-03 05:00:00,106.31,14.91,121.22,0,0.0,0.0,5.3,36160,0.3,2022-01-03 05:00:00
2022-01-03 05:15:00,114.77,21.4375,136.2075,0,0.0,0.0,5.3,35806,0.3,2022-01-03 05:15:00
2022-01-03 05:30:00,123.23,27.965000000000003,151.195,0,0.0,0.0,5.3,36582,0.3,2022-01-03 05:30:00
2022-01-03 05:45:00,131.69,34.49250000000001,166.1825,0,0.0,0.0,5.3,37601,0.3,2022-01-03 05:45:00
2022-01-03 06:00:00,140.15,41.02,181.17,0,0.0,0.0,5.3,39615,0.5,2022-01-03 06:00:00
2022-01-03 06:15:00,137.8725,41.17,179.04250000000002,0,0.0,0.0,5.3,40256,0.5,2022-01-03 06:15:00
2022-01-03 06:30:00,135.595,41.32,176.915,0,0.0,0.0,5.3,42114,0.5,2022-01-03 06:30:00
2022-01-03 06:45:00,133.3175,41.47,174.7875,0,0.0,0.0,5.3,43986,0.5,2022-01-03 06:45:00
2022-01-03 07:00:00,131.04,41.62,172.66,0,0.0,0.0,5.3,49905,0.6,2022-01-03 07:00:00
2022-01-03 07:15:00,124.535,39.66,164.195,0,0.0,0.0,5.3,50471,0.6,2022-01-03 07:15:00
2022-01-03 07:30:00,118.03,37.7,155.73000000000002,0,0.0,0.0,5.3,52518,0.6,2022-01-03 07:30:00
2022-01-03 07:45:00,111.525,35.74,147.265,0,0.0,0.0,5.3,53503,0.6,2022-01-03 07:45:00
2022-01-03 08:00:00,105.02,33.78,138.8,0,3.1,3.1,5.5,73997,0.7,2022-01-03 08:00:00
2022-01-03 08:15:00,102.24,31.715,133.95499999999998,0,3.1,3.1,5.5,73933,0.7,2022-01-03 08:15:00
2022-01-03 08:30:00,99.46,29.65,129.11,0,3.1,3.1,5.5,73474,0.7,2022-01-03 08:30:00
2022-01-03 08:45:00,96.68,27.585,124.265,0,3.1,3.1,5.5,73047,0.7,2022-01-03 08:45:00
